year,imdb,title,Director,director_gender,Writer,writer_gender,Star,star_gender,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,Director Gender,Director Age
2008,tt0887912,The Hurt Locker,Kathryn Bigelow,F,Mark Boal,M,Jeremy Renner,M,notalk-disagree,notalk,0,15000000,17017811,49894223,2008FAIL,16233845,18417633,53998338,2,2,,
2010,tt0775489,The Illusionist,Neil Burger,M,Neil Burger,M,Edward Norton,M,nowomen,nowomen,0,16500000,39868642,83792062,2010FAIL,17625825,42588953,89509349,1,1,,
2009,tt1054606,The Imaginarium of Doctor Parnassus,Terry Gilliam,M,Terry Gilliam,M,Christopher Plummer,M,notalk,notalk,0,30000000,7689607,64352607,2009FAIL,32571948,8348849,69869659,2,2,,
2002,tt0278500,The Importance of Being Earnest,Oliver Parker,M,Oscar Wilde,M,Rupert Everett,M,ok,ok,1,15000000,8378141,8378141,2002PASS,19427688,10851194,10851194,3,2,,
2012,tt1649419,The Impossible,J.A. Bayona,M,Sergio G. Sánchez,M,Naomi Watts,F,men,men,0,40000000,19019882,169590606,2012FAIL,40585543,19298306,172073169,1,1,,
2013,tt0790628,The Incredible Burt Wonderstone,Don Scardino,M,Jonathan Goldstein,M,Steve Carell,M,notalk,notalk,0,32000000,22537881,24255957,2013FAIL,32000000,22537881,24255957,1,1,,
2008,tt0800080,The Incredible Hulk,Louis Leterrier,M,Zak Penn,M,Edward Norton,M,notalk,notalk,0,137500000,134806913,263417913,2008FAIL,148810243,145895632,285085699,2,2,,
2004,tt0317705,The Incredibles,Brad Bird,M,Brad Bird,M,Craig T. Nelson,M,ok-disagree,ok,1,92000000,261441092,632107545,2004PASS,113453745,322407292,779510522,3,2,,
1995,tt0113416,The Incredibly True Adventures of Two Girls in Love,Maria Maggenti,F,Maria Maggenti,F,Laurel Holloman,F,ok,ok,1,250000,2210408,2477155,1995PASS,382195,3379226,3787024,4,3,,
2009,tt1130080,The Informant!,Steven Soderbergh,M,Scott Z. Burns,M,Matt Damon,M,notalk,notalk,0,22000000,33316821,41771168,2009FAIL,23886095,36173125,45352277,2,2,,
2013,tt2234155,The Internship,Shawn Levy,M,Vince Vaughn,M,Vince Vaughn,M,notalk,notalk,0,58000000,44672764,93672764,2013FAIL,58000000,44672764,93672764,1,1,,
2009,tt1058017,The Invention of Lying,Ricky Gervais,M,Ricky Gervais,M,Ricky Gervais,M,men,men,0,18500000,18451251,32679264,2009FAIL,20086035,20033106,35480909,2,2,,
1999,tt0129167,The Iron Giant,Brad Bird,M,Tim McCanlies,M,Eli Marienthal,M,nowomen-disagree,nowomen,0,50000000,23159305,31333917,1999FAIL,69923101,32387409,43819293,4,3,,
2011,tt1007029,The Iron Lady,Phyllida Lloyd,F,Abi Morgan,F,Meryl Streep,F,ok,ok,1,14000000,29959436,115592104,2011PASS,14499671,31028712,119717677,1,1,,
2005,tt0399201,The Island,Michael Bay,M,Caspian Tredwell-Owen,M,Scarlett Johansson,F,ok,ok,1,120000000,35818913,163018913,2005PASS,143163975,42733150,194486964,2,2,,
2003,tt0317740,The Italian Job,F. Gary Gray,M,Troy Kennedy-Martin,M,Donald Sutherland,M,notalk-disagree,notalk,0,60000000,106126012,176262839,2003FAIL,75965217,134364760,223164081,3,2,,
2005,tt0366627,The Jacket,John Maybury,M,Tom Bleecker,M,Adrien Brody,M,men,men,0,28500000,6301131,15452978,2005FAIL,34001444,7517458,18435915,2,2,,
2003,tt0283426,The Jungle Book 2,Steve Trenbirth,M,Karl Geurs,M,John Goodman,M,nowomen-disagree,nowomen,0,20000000,47901582,135703599,2003FAIL,25321739,60647568,171812557,3,2,,
2010,tt1155076,The Karate Kid,John G. Avildsen,M,Robert Mark Kamen,M,Ralph Macchio,M,dubious-disagree,dubious,0,40000000,176591618,359091618,2010FAIL,42729274,188640789,383593100,1,1,,
1984,tt0087538,The Karate Kid,Harald Zwart,M,Christopher Murphey,M,Jackie Chan,M,ok,ok,1,40000000,176591618,359091618,1984PASS,89657760,395820224,804883755,,,,
2010,tt0842926,The Kids Are All Right,Lisa Cholodenko,F,Lisa Cholodenko,F,Annette Bening,F,ok,ok,1,4000000,20811365,36275469,2010PASS,4272927,22231363,38750611,1,1,,
2010,tt0954947,The Killer Inside Me,Michael Winterbottom,M,John Curran,M,Casey Affleck,M,notalk,notalk,0,13000000,217277,3617277,2010FAIL,13887014,232102,3864090,1,1,,
2010,tt1504320,The King&#39;s Speech,Tom Hooper,M,David Seidler,M,Colin Firth,M,ok-disagree,ok,1,15000000,138797449,430821166,2010PASS,16023478,148267855,460216888,1,1,,
2007,tt0419887,The Kite Runner,Marc Forster,M,David Benioff,M,Khalid Abdalla,M,nowomen,nowomen,0,20000000,15800078,74180745,2007FAIL,22470870,17752075,83345293,2,2,,
2006,tt0410297,The Lake House,Alejandro Agresti,M,David Auburn,M,Keanu Reeves,M,dubious,dubious,0,40000000,52330111,114830111,2006FAIL,46231854,60482951,132720223,2,2,,
1988,tt0095489,The Land Before Time,Don Bluth,M,Stu Krieger,M,Pat Hingle,F,ok,ok,1,12300000,48092846,81972846,1988PASS,24226658,94725930,161457571,,,,
2010,tt0938283,The Last Airbender,M. Night Shyamalan,M,M. Night Shyamalan,M,Noah Ringer,M,notalk-disagree,notalk,0,150000000,131772187,319713881,2010FAIL,160234776,140763246,341528548,1,1,,
1987,tt0093389,The Last Emperor,Bernardo Bertolucci,M,Mark Peploe,M,John Lone,M,dubious,dubious,0,25000000,43984000,43984000,1987FAIL,51259935,90184679,90184679,,,,
2010,tt1320244,The Last Exorcism,Daniel Stamm,M,Huck Botko,M,Patrick Fabian,M,ok,ok,1,1800000,41034350,70165900,2010PASS,1922817,43834199,74953449,1,1,,
2003,tt0325710,The Last Samurai,Edward Zwick,M,John Logan,M,Tom Cruise,M,nowomen,nowomen,0,140000000,111110575,456810575,2003FAIL,177252174,140675650,578361911,3,2,,
1988,tt0095497,The Last Temptation of Christ,Martin Scorsese,M,Nikos Kazantzakis,M,Willem Dafoe,M,men,men,0,7000000,8373585,8373585,1988FAIL,13787529,16493007,16493007,,,,
2003,tt0311429,The League of Extraordinary Gentlemen,Stephen Norrington,M,Alan Moore,M,Sean Connery,M,nowomen,nowomen,0,78000000,66465204,179265204,2003FAIL,98754783,84150728,226965337,3,2,,
2005,tt0386140,The Legend of Zorro,Martin Campbell,M,Roberto Orci,M,Antonio Banderas,M,notalk,notalk,0,80000000,45575336,141475336,2005FAIL,95442650,54372886,168784763,2,2,,
2004,tt0362270,The Life Aquatic with Steve Zissou,Wes Anderson,M,Wes Anderson,M,Bill Murray,M,men,men,0,50000000,24006726,34806726,2004FAIL,61659644,29604924,42923407,3,2,,
2011,tt1189340,The Lincoln Lawyer,Brad Furman,M,John Romano,M,Matthew McConaughey,M,notalk,notalk,0,40000000,58009200,87145086,2011FAIL,41427631,60079594,90255363,1,1,,
1994,tt0110357,The Lion King,Jon Favreau,M,Jeff Nathanson,M,Donald Glover,M,notalk-disagree,notalk,0,79300000,422780140,952880140,1994FAIL,124633011,664468621,1497608078,5,3,,
2013,tt1210819,The Lone Ranger,Gore Verbinski,M,Justin Haythe,M,Johnny Depp,M,notalk,notalk,0,275000000,89289910,259989910,2013FAIL,275000000,89289910,259989910,1,1,,
1996,tt0116908,The Long Kiss Goodnight,Renny Harlin,M,Shane Black,M,Geena Davis,F,notalk-disagree,notalk,0,65000000,33447612,33447612,1996FAIL,96535720,49675220,49675220,4,3,,
2001,tt0120737,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,M,J.R.R. Tolkien,M,Elijah Wood,M,notalk-disagree,notalk,0,109000000,315544750,887217688,2001FAIL,143427209,415208284,1167441808,3,2,,
2003,tt0167260,The Lord of the Rings: The Return of the King,Peter Jackson,M,J.R.R. Tolkien,M,Elijah Wood,M,notalk,notalk,0,94000000,377845905,1141408667,2003FAIL,119012174,478385772,1445122625,3,2,,
2002,tt0167261,The Lord of the Rings: The Two Towers,Peter Jackson,M,J.R.R. Tolkien,M,Elijah Wood,M,notalk-disagree,notalk,0,94000000,342548984,927048984,2002FAIL,121746846,443662324,1200694576,3,2,,
2010,tt0480255,The Losers,Sylvain White,M,Peter Berg,M,Idris Elba,M,notalk,notalk,0,25000000,23591432,26714018,2010FAIL,26705796,25201119,28536765,1,1,,
1987,tt0093437,The Lost Boys,Joel Schumacher,M,Jan Fischer,M,Jason Patric,M,notalk,notalk,0,8500000,32222567,32222567,1987FAIL,17428378,66069067,66069067,,,,
1997,tt0119567,The Lost World: Jurassic Park,Steven Spielberg,M,Michael Crichton,M,Jeff Goldblum,M,dubious,dubious,0,75000000,229086679,786686679,1997FAIL,108842859,332459322,1141669701,4,3,,
2009,tt0380510,The Lovely Bones,Peter Jackson,M,Fran Walsh,F,Rachel Weisz,F,ok,ok,1,95000000,44114232,94894448,2009PASS,103144502,47896216,103029901,2,2,,
2008,tt0981072,The Lucky Ones,Scott Hicks,M,Will Fetters,M,Zac Efron,M,ok,ok,1,14000000,266967,266967,2008PASS,15151588,288927,288927,2,2,,
2001,tt0268995,The Majestic,Frank Darabont,M,Michael Sloane,M,Jim Carrey,M,notalk,notalk,0,72000000,27796042,37306334,2001FAIL,94740909,36575310,49089389,3,2,,
1998,tt0120744,The Man in the Iron Mask,Randall Wallace,M,Alexandre Dumas,M,Leonardo DiCaprio,M,notalk-disagree,notalk,0,35000000,56968169,56968169,1998FAIL,50019631,81415051,81415051,4,3,,
2012,tt1258972,The Man with the Iron Fists,RZA,M,RZA,M,Russell Crowe,M,notalk,notalk,0,15000000,15634090,21985095,2012FAIL,15219578,15862951,22306925,1,1,,
1994,tt0110475,The Mask,Chuck Russell,M,Michael Fallon,M,Jim Carrey,M,notalk,notalk,0,18000000,119920129,351620129,1994FAIL,28289965,188474233,552628944,5,3,,
1998,tt0120746,The Mask of Zorro,Martin Campbell,M,Johnston McCulley,M,Antonio Banderas,M,notalk-disagree,notalk,0,65000000,93828745,233700000,1998FAIL,92893600,134093691,333988221,4,3,,
2012,tt1560747,The Master,Paul Thomas Anderson,M,Paul Thomas Anderson,M,Philip Seymour Hoffman,M,notalk-disagree,notalk,0,37500000,16247159,25116740,2012FAIL,38048946,16484994,25484413,1,1,,
1999,tt0133093,The Matrix,Lana Wachowski,F,Lilly Wachowski,F,Keanu Reeves,M,ok-disagree,ok,1,65000000,171479930,460279930,1999PASS,90900032,239808171,643684004,4,3,,
2003,tt0234215,The Matrix Reloaded,Lana Wachowski,F,Lilly Wachowski,F,Keanu Reeves,M,ok-disagree,ok,1,127000000,281553689,738576929,2003PASS,160793043,356471453,935102616,3,2,,
2003,tt0242653,The Matrix Revolutions,Lana Wachowski,F,Lilly Wachowski,F,Keanu Reeves,M,ok-disagree,ok,1,110000000,139259759,424259759,2003PASS,139269565,176314964,537149747,3,2,,
2011,tt0472399,The Mechanic,Simon West,M,Richard Wenk,M,Jason Statham,M,nowomen,nowomen,0,42500000,29121498,76347393,2011FAIL,44016858,30160867,79072292,1,1,,
2009,tt1234548,The Men Who Stare at Goats,Grant Heslov,M,Jon Ronson,M,Ewan McGregor,M,nowomen,nowomen,0,24000000,32428195,67348218,2009FAIL,26057558,35208316,73122088,2,2,,
2009,tt0790712,The Messenger,Oren Moverman,M,Alessandro Camon,M,Ben Foster,M,notalk,notalk,0,6500000,1109660,1409660,2009FAIL,7057255,1204793,1530512,2,2,,
2007,tt0425430,The Messengers,Danny Pang,M,Mark Wheaton,M,Dylan McDermott,M,ok,ok,1,16000000,35374833,53774833,2007PASS,17976696,39745163,60418363,2,2,,
1992,tt0104868,The Mighty Ducks,Stephen Herek,M,Steven Brill,M,Emilio Estevez,M,notalk,notalk,0,10000000,50752337,50752337,1992FAIL,16603472,84266502,84266502,5,3,,
1996,tt0117057,The Mirror Has Two Faces,Barbra Streisand,F,André Cayatte,,Barbra Streisand,F,ok,ok,1,42000000,41267469,41267469,1996PASS,62376927,61288998,61288998,4,3,,
2003,tt0338188,The Missing,Ron Howard,M,Thomas Eidson,M,Tommy Lee Jones,M,ok,ok,1,65000000,26900336,38253433,2003PASS,82295652,34058165,48432173,3,2,,
2007,tt0884328,The Mist,Frank Darabont,M,Frank Darabont,M,Thomas Jane,M,ok,ok,1,13000000,25593755,54777490,2007PASS,14606065,28755697,61544892,2,2,,
2013,tt1538403,The Mortal Instruments: City of Bones,Harald Zwart,M,Jessica Postigo,F,Lily Collins,F,ok-disagree,ok,1,60000000,31165421,75965567,2013PASS,60000000,31165421,75965567,1,1,,
1999,tt0120616,The Mummy,Alex Kurtzman,M,David Koepp,M,Tom Cruise,M,notalk,notalk,0,80000000,155385488,416385488,1999FAIL,111876962,217300705,582299294,4,3,,
1992,tt0104940,The Muppet Christmas Carol,Brian Henson,M,Charles Dickens,M,Michael Caine,M,notalk-disagree,notalk,0,12000000,27281507,27281507,1992FAIL,19924167,45296775,45296775,5,3,,
2011,tt1204342,The Muppets,James Bobin,M,Jason Segel,M,Amy Adams,F,notalk-disagree,notalk,0,45000000,88625922,160971922,2011FAIL,46606085,91789051,166717137,1,1,,
1991,tt0102510,The Naked Gun 2 1/2: The Smell of Fear,David Zucker,M,Jim Abrahams,M,Leslie Nielsen,F,notalk,notalk,0,23000000,86930411,86930411,1991FAIL,39349328,148724056,148724056,5,3,,
1998,tt0120768,The Negotiator,F. Gary Gray,M,James DeMonaco,M,Samuel L. Jackson,M,notalk,notalk,0,50000000,44705766,49105766,1998FAIL,71456616,63890455,70178637,4,3,,
1995,tt0113957,The Net,Irwin Winkler,M,John Brancato,M,Sandra Bullock,F,ok,ok,1,22000000,50621733,110521733,1995PASS,33633148,77389465,168963355,4,3,,
2005,tt0402399,The New World,Terrence Malick,M,Terrence Malick,M,Colin Farrell,M,dubious,dubious,0,30000000,12712093,26184400,2005FAIL,35790994,15165948,31238857,2,2,,
2010,tt1458175,The Next Three Days,Paul Haggis,M,Paul Haggis,M,Russell Crowe,M,ok,ok,1,30000000,21148651,67255916,2010PASS,32046955,22591662,71844911,1,1,,
2004,tt0332280,The Notebook,Nick Cassavetes,M,Jeremy Leven,M,Gena Rowlands,F,dubious,dubious,0,30000000,81001787,102276787,2004FAIL,36995786,99890827,126127005,3,2,,
2007,tt0481369,The Number 23,Joel Schumacher,M,Fernley Phillips,M,Jim Carrey,M,notalk,notalk,0,32000000,35193167,77593167,2007FAIL,35953391,39541053,87179297,2,2,,
2001,tt0267804,The One,James Wong,M,Glen Morgan,M,Jet Li,M,nowomen,nowomen,0,49000000,43905746,43905746,2001FAIL,64476452,57773198,57773198,3,2,,
2008,tt0467200,The Other Boleyn Girl,Justin Chadwick,M,Peter Morgan,M,Natalie Portman,F,ok,ok,1,40000000,26814957,77714957,2008PASS,43290252,29020656,84107503,2,2,,
2010,tt1386588,The Other Guys,Adam McKay,M,Adam McKay,M,Will Ferrell,M,nowomen-disagree,nowomen,0,100000000,119219978,170936470,2010FAIL,106823184,127354577,182599780,1,1,,
2001,tt0230600,The Others,Alejandro Amenábar,M,Alejandro Amenábar,M,Nicole Kidman,F,ok,ok,1,17000000,96522687,209947037,2001PASS,22369381,127008987,276257960,3,2,,
2006,tt0446755,The Painted Veil,John Curran,M,Ron Nyswaner,M,Naomi Watts,F,dubious,dubious,0,19400000,8060487,15118795,2006FAIL,22422449,9316281,17474248,2,2,,
2000,tt0187393,The Patriot,Roland Emmerich,M,Robert Rodat,M,Mel Gibson,M,dubious,dubious,0,110000000,113330342,215300000,2000FAIL,148819922,153325570,291281175,3,2,,
1997,tt0119874,The Peacemaker,Mimi Leder,F,Leslie Cockburn,F,George Clooney,M,dubious,dubious,0,50000000,41263140,62967368,1997FAIL,72561906,59882642,91380645,4,3,,
2004,tt0293508,The Phantom of the Opera,Joel Schumacher,M,Gaston Leroux,M,Gerard Butler,M,men-disagree,men,0,55000000,51225796,158225796,2004FAIL,67825608,63171287,195122925,3,2,,
2012,tt1430626,The Pirates! Band of Misfits,Peter Lord,M,Gideon Defoe,M,Hugh Grant,M,notalk,notalk,0,55000000,31051126,123056220,2012FAIL,55805121,31505670,124857587,1,1,,
2012,tt1817273,The Place Beyond the Pines,Derek Cianfrance,M,Derek Cianfrance,M,Ryan Gosling,M,notalk-disagree,notalk,0,15000000,21403519,47011449,2012FAIL,15219578,21716836,47699629,1,1,,
1992,tt0105151,The Player,Robert Altman,M,Michael Tolkin,M,Tim Robbins,M,ok,ok,1,8000000,21706101,28876702,1992PASS,13282778,36039665,47945352,5,3,,
2004,tt0338348,The Polar Express,Robert Zemeckis,M,Chris Van Allsburg,M,Tom Hanks,M,notalk,notalk,0,170000000,194949659,319049659,2004FAIL,209642789,240410531,393449767,3,2,,
1997,tt0119925,The Postman,Kevin Costner,M,David Brin,M,Kevin Costner,M,notalk,notalk,0,80000000,17650704,17650704,1997FAIL,116099050,25615375,25615375,4,3,,
2006,tt0482571,The Prestige,Christopher Nolan,M,Jonathan Nolan,M,Christian Bale,F,notalk,notalk,0,40000000,53089891,107896006,2006FAIL,46231854,61361102,124705810,2,2,,
1998,tt0120794,The Prince of Egypt,Brenda Chapman,M,Philip LaZebnik,M,Val Kilmer,M,notalk-disagree,notalk,0,60000000,101413188,218600000,1998FAIL,85747939,144932864,312408324,4,3,,
2009,tt0780521,The Princess and the Frog,Ron Clements,M,Ron Clements,M,Anika Noni Rose,F,ok,ok,1,105000000,104400899,270997378,2009PASS,114001818,113351355,294230416,2,2,,
1987,tt0093779,The Princess Bride,Rob Reiner,M,William Goldman,M,Cary Elwes,M,men-disagree,men,0,15000000,30857000,30857000,1987FAIL,30755961,63269112,63269112,,,,
2001,tt0247638,The Princess Diaries,Garry Marshall,M,Meg Cabot,F,Julie Andrews,F,ok,ok,1,30000000,108244774,165334774,2001PASS,39475379,142433448,217555094,3,2,,
2004,tt0368933,The Princess Diaries 2: Royal Engagement,Garry Marshall,M,Meg Cabot,F,Anne Hathaway,F,ok,ok,1,45000000,95149435,122071435,2004PASS,55493679,117337605,150537624,3,2,,
2009,tt1041829,The Proposal,Anne Fletcher,F,Peter Chiarelli,M,Sandra Bullock,F,men-disagree,men,0,40000000,163958031,314709717,2009FAIL,43429264,178014415,341690283,2,2,,
1998,tt0120108,The Proposition,John Hillcoat,M,Nick Cave,M,Ray Winstone,M,men,men,0,20000000,1903434,5313608,1998FAIL,28582646,2720259,7593849,4,3,,
2013,tt2184339,The Purge,James DeMonaco,M,James DeMonaco,M,Ethan Hawke,M,dubious,dubious,0,3000000,64473115,91100541,2013FAIL,3000000,64473115,91100541,1,1,,
2006,tt0454921,The Pursuit of Happyness,Gabriele Muccino,M,Steve Conrad,M,Will Smith,M,nowomen-disagree,nowomen,0,55000000,162586036,307325633,2006FAIL,63568799,187916346,355205844,2,2,,
2006,tt0436697,The Queen,Stephen Frears,M,Peter Morgan,M,Helen Mirren,F,dubious-disagree,dubious,0,15000000,56441711,128885873,2006FAIL,17336945,65235123,148965821,2,2,,
1995,tt0114214,The Quick and the Dead,Sam Raimi,M,Simon Moore,M,Sharon Stone,F,notalk-disagree,notalk,0,32000000,18552460,18552460,1995FAIL,48920943,28362620,28362620,4,3,,
2002,tt0258068,The Quiet American,Phillip Noyce,M,Graham Greene,M,Michael Caine,M,men,men,0,20000000,12987647,26348203,2002FAIL,25903584,16821330,34125645,3,2,,
2008,tt0976051,The Reader,Stephen Daldry,M,David Hare,M,Kate Winslet,F,notalk,notalk,0,32500000,34194407,113019290,2008FAIL,35173330,37007113,122315840,2,2,,
2002,tt0298130,The Ring,Gore Verbinski,M,Ehren Kruger,M,Naomi Watts,M,ok,ok,1,48000000,129094024,248218486,2002PASS,62168602,167199897,321487424,3,2,,
2005,tt0377109,The Ring Two,Hideo Nakata,M,Ehren Kruger,M,Naomi Watts,M,ok,ok,1,50000000,75941727,161941727,2005PASS,59651656,90600996,193201845,2,2,,
2011,tt1161864,The Rite,Mikael Håfström,M,Michael Petroni,M,Colin O'Donoghue,M,dubious-disagree,dubious,0,37000000,33047633,96047633,2011FAIL,38320559,34227129,99475649,1,1,,
2009,tt0898367,The Road,John Hillcoat,M,Joe Penhall,M,Viggo Mortensen,M,notalk-disagree,notalk,0,25000000,8114270,27614270,2009FAIL,27143290,8809919,29981685,2,2,,
2000,tt0138749,The Road to El Dorado,Bibo Bergeron,M,Terry Rossio,M,Kevin Kline,M,nowomen,nowomen,0,95000000,50802661,65700000,2000FAIL,128526296,68731346,88886081,3,2,,
1996,tt0117500,The Rock,Michael Bay,M,David Weisberg,M,Sean Connery,M,notalk,notalk,0,75000000,134069511,336069511,1996FAIL,111387369,199115335,499118651,4,3,,
2011,tt1265990,The Roommate,Christian E. Christiansen,M,Sonny Mallhi,M,Minka Kelly,F,ok,ok,1,16000000,37300107,40497461,2011PASS,16571053,38631377,41942847,1,1,,
2001,tt0265666,The Royal Tenenbaums,Wes Anderson,M,Wes Anderson,M,Gene Hackman,M,ok,ok,1,28000000,52353636,71430876,2001PASS,36843687,68889320,93992029,3,2,,
2002,tt0292644,The Rules of Attraction,Roger Avary,M,Bret Easton Ellis,M,James Van Der Beek,M,dubious,dubious,0,4000000,6525762,11799060,2002FAIL,5180717,8452031,15281897,3,2,,
2010,tt1017451,The Runaways,Floria Sigismondi,F,Floria Sigismondi,F,Kristen Stewart,F,ok,ok,1,9500000,3573673,5278632,2010PASS,10148202,3817511,5638803,1,1,,
1994,tt0111070,The Santa Clause,John Pasquin,M,Leo Benvenuti,M,Tim Allen,M,notalk,notalk,0,22000000,144833357,189800000,1994FAIL,34576623,227629474,298301960,5,3,,
2002,tt0304669,The Santa Clause 2,Michael Lembeck,M,Don Rhymer,M,Tim Allen,M,notalk,notalk,0,65000000,139225854,172825854,2002FAIL,84186649,180322432,223840454,3,2,,
2007,tt0775529,The Savages,Tamara Jenkins,F,Tamara Jenkins,F,Laura Linney,F,ok,ok,1,9000000,6623082,10642023,2007PASS,10111891,7441321,11956776,2,2,,
2008,tt0416212,The Secret Life of Bees,Gina Prince-Bythewood,F,Gina Prince-Bythewood,F,Dakota Fanning,F,ok,ok,1,11000000,37770162,39984023,2008PASS,11904819,40876996,43272961,2,2,,
2009,tt0485601,The Secret of Kells,Tomm Moore,M,Tomm Moore,M,Evan McGuire,M,nowomen-disagree,nowomen,0,8000000,690290,2600916,2009FAIL,8685853,749470,2823897,2,2,,
1994,tt0111143,The Shadow,Russell Mulcahy,M,Walter B. Gibson,M,Alec Baldwin,M,nowomen,nowomen,0,40000000,31835600,31835600,1994FAIL,62866588,50034889,50034889,5,3,,
1994,tt0111161,The Shawshank Redemption,Frank Darabont,M,Stephen King,M,Tim Robbins,M,nowomen-disagree,nowomen,0,25000000,28241469,28241469,1994FAIL,39291617,44386120,44386120,5,3,,
1980,tt0081505,The Shining,Stanley Kubrick,M,Stephen King,M,Jack Nicholson,M,men-disagree,men,0,19000000,44017374,44017374,1980FAIL,53727589,124470916,124470916,,,,
2007,tt0780607,The Signal,William Eubank,M,Carlyle Eubank,M,Brenton Thwaites,M,men,men,0,50000,251150,406299,2007FAIL,56177,282178,456495,2,2,,
1991,tt0102926,The Silence of the Lambs,Jonathan Demme,M,Thomas Harris,M,Jodie Foster,F,ok-disagree,ok,1,20000000,130726716,275726716,1991PASS,34216807,223652543,471724395,5,3,,
2007,tt0462538,The Simpsons Movie,David Silverman,M,James L. Brooks,M,Dan Castellaneta,M,ok,ok,1,72500000,183135014,527071022,2007PASS,81456903,205760152,592187212,2,2,,
2008,tt1018785,The Sisterhood of the Traveling Pants 2,Sanaa Hamri,F,Elizabeth Chandler,F,America Ferrera,F,ok,ok,1,27000000,44089964,44270131,2008PASS,29220920,47716642,47911629,2,2,,
1999,tt0167404,The Sixth Sense,M. Night Shyamalan,M,M. Night Shyamalan,M,Bruce Willis,M,dubious-disagree,dubious,0,40000000,293506292,672806292,1999FAIL,55938481,410457404,940894052,4,3,,
2005,tt0397101,The Skeleton Key,Iain Softley,M,Ehren Kruger,M,Kate Hudson,F,ok,ok,1,40000000,47907715,92256918,2005PASS,47721325,57155491,110065560,2,2,,
2011,tt0472181,The Smurfs,Raja Gosnell,M,J. David Stem,M,Hank Azaria,M,ok,ok,1,110000000,142614158,563066551,2011PASS,113925987,147704169,583162839,1,1,,
2013,tt2017020,The Smurfs 2,Raja Gosnell,M,J. David Stem,M,Neil Patrick Harris,M,ok,ok,1,110000000,71017784,348545841,2013PASS,110000000,71017784,348545841,1,1,,
2010,tt1285016,The Social Network,David Fincher,M,Aaron Sorkin,M,Jesse Eisenberg,M,notalk-disagree,notalk,0,40000000,96962694,224922135,2010FAIL,42729274,103578637,240268986,1,1,,
2009,tt0821642,The Soloist,Joe Wright,M,Susannah Grant,F,Jamie Foxx,M,notalk,notalk,0,60000000,31720158,38454152,2009FAIL,65143896,34439578,41750888,2,2,,
2010,tt0963966,The Sorcerer&#39;s Apprentice,Jon Turteltaub,M,Lawrence Konner,M,Nicolas Cage,M,notalk,notalk,0,160000000,63150991,215150991,2010FAIL,170917095,67459899,229831139,1,1,,
1994,tt0111255,The Specialist,Luis Llosa,M,John Shirley,M,Sylvester Stallone,M,notalk,notalk,0,45000000,57362581,57362581,1994FAIL,70724911,90154744,90154744,5,3,,
2010,tt1273678,The Spy Next Door,Brian Levant,M,Jonathan Bernstein,M,Jackie Chan,M,ok,ok,1,28000000,24307106,50983364,2010PASS,29910492,25965625,54462053,1,1,,
2005,tt0367089,The Squid and the Whale,Noah Baumbach,M,Noah Baumbach,M,Owen Kline,M,men,men,0,1500000,7372734,11191423,2005FAIL,1789550,8795916,13351738,2,2,,
2004,tt0327162,The Stepford Wives,Frank Oz,M,Ira Levin,M,Nicole Kidman,F,ok,ok,1,100000000,59475623,96221971,2004PASS,123319288,73344915,118660249,3,2,,
2008,tt0482606,The Strangers,Bryan Bertino,M,Bryan Bertino,M,Scott Speedman,M,dubious-disagree,dubious,0,9000000,52597610,83051676,2008FAIL,9740307,56924095,89883201,2,2,,
2002,tt0253867,The Sweetest Thing,Roger Kumble,M,Nancy M. Pimental,F,Cameron Diaz,F,ok,ok,1,43000000,24430272,44633441,2002PASS,55692706,31641581,57808305,3,2,,
2010,tt0889573,The Switch,Josh Gordon,M,Jeffrey Eugenides,M,Jennifer Aniston,F,men,men,0,19000000,27758465,49858465,2010FAIL,20296405,29652476,53260400,1,1,,
2009,tt1111422,The Taking of Pelham 123,Tony Scott,M,Brian Helgeland,M,Denzel Washington,M,nowomen,nowomen,0,110000000,65452312,152364370,2009FAIL,119430476,71063643,165426811,2,2,,
2008,tt420238,The Tale of Despereaux,Sam Fell,M,Kate DiCamillo,F,Matthew Broderick,M,ok,ok,1,60000000,50877145,90482317,2008PASS,64935379,55062111,97925059,2,2,,
1999,tt0134119,The Talented Mr. Ripley,Anthony Minghella,M,Patricia Highsmith,F,Matt Damon,M,dubious,dubious,0,40000000,81292135,128792135,1999FAIL,55938481,113683964,180110910,4,3,,
2010,tt1274300,The Tempest,Julie Taymor,F,Julie Taymor,F,Helen Mirren,F,ok,ok,1,20000000,277943,277943,2010PASS,21364637,296908,296908,1,1,,
2004,tt0362227,The Terminal,Steven Spielberg,M,Andrew Niccol,M,Tom Hanks,M,notalk,notalk,0,75000000,77073959,218673959,2004FAIL,92489466,95047057,269667169,3,2,,
1984,tt0088247,The Terminator,James Cameron,M,James Cameron,M,Arnold Schwarzenegger,M,men-disagree,men,0,6400000,38019031,78019031,1984FAIL,14345242,85217529,174875289,,,,
1974,tt0072271,The Texas Chain Saw Massacre,Marcus Nispel,M,Kim Henkel,F,Jessica Biel,F,notalk,notalk,0,140000,26572439,26572439,1974FAIL,661322,125520924,125520924,,,,
